Frame number,Identity number,Bounding box left,Bounding box top,Bounding box width,Bounding box height,Area,Centroid,xCentroid,yCentroid
467,15,481,220,82,90,4138,,521.7411793136781,269.4632672788787
467,14,698,311,56,133,4154,,726.4995185363505,383.4922965816081
468,13,393,220,35,91,1842,,406.9782844733985,272.20032573289905
468,15,467,221,99,89,4257,,519.9760394644115,270.8249941273197
468,14,695,308,51,128,4079,,720.0382446678108,377.485167933317
469,15,458,219,53,90,2043,,482.97748409202154,271.057268722467
469,13,397,225,35,91,1800,,414.5105555555556,277.4977777777778
469,9,529,224,40,90,1933,,551.3812726332126,271.1246766683911
469,14,684,303,44,126,3174,,707.0236294896031,364.62129804662885
470,15,455,217,43,91,1811,,477.5323025952512,266.61126449475427
470,9,533,228,38,89,1997,,554.1021532298448,274.6985478217326
470,13,402,238,30,78,1716,,418.09498834498834,278.0378787878788
470,14,674,302,48,127,3424,,701.2228387850467,367.52394859813086
471,13,407,216,84,102,3289,,447.69838856795377,271.88659166920036
471,9,536,229,38,89,2003,,556.8072890664004,277.13779331003497
471,14,668,300,51,128,3478,,696.0235767682576,368.2777458309373
472,13,410,216,80,103,3689,,449.02141501762,274.01463811330984
472,9,540,230,37,88,2037,,559.8762886597938,276.7221404025528
472,14,667,297,47,129,3318,,690.5168776371308,365.8556359252562
473,13,419,214,66,110,3753,,449.75379696243004,275.92112976285637
473,9,549,233,37,93,2209,,566.296514259846,282.41874151199636
473,14,656,291,41,124,3150,,678.0374603174603,357.544126984127
474,13,423,212,55,112,3176,,451.198677581864,276.03935768261965
474,9,549,236,39,92,2227,,569.2236192186798,285.4755276156264
474,14,645,289,47,123,3347,,672.6850911263818,357.91455034359126
475,13,435,211,38,113,2760,,451.8891304347826,274.63514492753626
475,9,552,238,38,90,2193,,572.5440036479708,287.5148198814409
475,14,634,289,58,124,3609,,667.2003325020781,358.7126627874758
476,13,436,211,41,115,2585,,452.46073500967117,278.49787234042554
476,9,556,238,37,90,2027,,575.6867291563888,285.5165268870252
476,14,636,287,54,125,3557,,662.5954456002249,355.96120326117517
477,13,425,213,56,115,2978,,453.34486232370716,281.7951645399597
477,9,559,239,37,94,1951,,578.7288569964121,287.97232188621217
477,14,633,285,50,122,3690,,656.5376693766938,352.07154471544715
478,13,424,233,64,98,3012,,459.4890438247012,286.43525896414343
478,9,563,245,39,95,2102,,584.9443387250238,294.8710751665081
478,14,623,279,43,121,3219,,644.6902764833799,340.11991301646475
479,13,421,234,67,98,3072,,460.0494791666667,284.0377604166667
479,9,562,247,44,94,2165,,587.4438799076213,298.3016166281755
479,14,618,279,43,120,3138,,640.6475462077757,339.5232632249841
480,13,455,236,44,98,2291,,474.556525534701,287.83457005674376
480,10,418,244,25,49,450,,428.25111111111113,271.9822222222222
480,14,568,246,88,154,5564,,617.377606038821,322.6141265276779
481,10,407,228,24,65,802,,419.8877805486284,265.7630922693267
481,13,465,240,45,102,2494,,483.3091419406576,294.18364073777065
481,14,575,251,71,142,5749,,613.7248217081232,322.9853887632632
482,10,403,219,28,74,908,,416.3832599118943,258.61233480176213
482,13,464,241,47,100,2474,,486.8969280517381,295.38439773645916
482,14,574,263,68,126,5554,,612.4243788260713,323.8464169967591
483,10,397,204,33,84,1145,,412.35196506550216,249.80698689956333
483,13,470,241,45,101,2469,,491.01498582422033,296.3284730660186
483,14,577,255,62,130,5228,,611.9810635042081,325.3854246365723
484,10,385,202,37,82,1669,,405.1725584182145,245.4823247453565
484,13,480,244,51,103,2441,,500.3228185170012,303.7648504711184
484,14,574,256,65,128,4648,,610.7969018932874,330.0434595524957
485,10,384,202,38,82,1710,,402.0356725146199,246.16140350877194
485,13,483,247,52,104,2544,,504.9119496855346,307.4319968553459
485,14,571,257,68,127,4870,,609.6507186858316,329.32505133470227
486,10,382,202,39,82,1596,,399.69674185463657,246.36027568922304
486,13,485,247,55,103,2636,,508.69726858877084,307.0538694992413
486,14,565,260,73,124,5244,,607.5106788710908,326.1439740655988
487,10,378,201,40,81,1578,,395.31812420785803,244.2832699619772
487,13,488,248,47,103,2695,,511.79406307977735,306.3743970315399
487,14,556,261,82,123,5607,,605.8640984483682,323.47922240057073
488,10,372,198,28,81,1217,,386.8964667214462,236.68036154478224
488,9,498,252,145,132,9486,,579.0242462576429,319.14252582753534
489,10,372,198,26,81,1215,,384.162962962963,237.19753086419752
489,9,503,255,142,128,9948,,580.918476075593,320.3496180136711
490,10,366,189,29,90,1264,,378.5387658227848,236.88132911392404
490,9,511,255,139,117,9619,,583.2213327788752,320.32300654953735
491,10,362,196,30,81,1174,,375.5792163543441,235.79557069846678
491,9,512,253,139,115,9452,,583.9886796445197,320.1260050782903
492,10,356,190,31,86,1298,,371.6232665639445,232.73882896764252
492,9,517,251,135,116,9121,,585.4312027190001,319.51682929503346
493,10,352,193,29,81,1358,,367.7128129602356,235.56701030927834
493,9,518,251,135,121,9367,,586.2083911604569,320.90295719013557
494,10,343,194,38,79,1399,,360.9907076483202,237.59113652609005
494,9,522,250,131,125,9486,,587.8955302551128,322.2190596668775
495,10,342,194,35,77,1366,,356.9121522693997,235.997803806735
495,9,526,249,126,126,9516,,588.7351828499369,321.99884405212276
496,10,336,193,38,78,1403,,352.399857448325,235.58374910905204
496,9,531,247,120,130,9158,,590.5369076217514,323.7667613015942
497,10,327,192,31,79,1101,,343.51135331516804,228.31607629427793
497,9,536,246,115,142,8886,,593.0889038937655,329.0274589241503
498,10,324,192,32,79,1238,,339.51534733441036,233.96445880452342
498,9,541,246,108,142,8421,,594.8483553022206,329.63792898705617
499,10,315,191,38,79,1236,,332.0598705501618,233.93122977346277
499,9,546,244,102,145,7749,,595.6115627822945,330.53865014840625
500,10,316,190,29,80,1104,,328.7074275362319,231.0534420289855
500,9,553,243,93,150,7955,,596.6790697674419,331.8409805153991
501,10,308,190,28,78,1148,,323.3745644599303,228.5226480836237
501,9,554,243,94,155,8244,,597.2799611838913,331.8165938864629
502,10,306,190,27,79,1310,,319.55725190839695,231.80381679389313
502,9,553,242,96,156,8652,,598.2215672676838,330.19059177068885
502,6,751,270,17,75,508,,762.4586614173228,317.21259842519686
503,10,296,190,36,78,1331,,314.7197595792637,232.1998497370398
503,9,553,239,93,160,8932,,599.3424764890282,328.372145096283
503,6,747,263,21,80,832,,760.8305288461538,312.50600961538464
504,10,290,190,39,78,1375,,307.4050909090909,232.12654545454546
504,9,555,234,98,174,8033,,604.0181750280094,328.88858458857214
504,6,736,243,32,97,1439,,757.4836692147325,301.7171646977067
504,17,719,451,49,125,1949,,753.564905079528,536.1770138532581
505,10,286,189,36,79,1336,,303.0591317365269,229.26347305389223
505,14,555,235,37,106,2616,,573.7010703363915,289.6039755351682
505,6,736,242,32,98,1814,,756.3919514884234,296.87431091510473
505,9,585,276,68,135,5096,,622.0451334379906,350.81789638932497
505,17,720,450,48,126,3018,,752.5311464546057,522.8846918489065
506,10,282,187,30,80,1082,,298.7689463955638,225.6256931608133
506,14,551,235,40,106,2769,,572.3625857710365,290.63380281690144
506,6,731,239,37,101,2288,,754.0791083916084,295.3382867132867
506,9,591,276,63,135,4705,,625.6839532412328,351.994261424017
506,17,713,446,55,130,4272,,748.6814138576779,518.9850187265918
507,10,275,189,31,78,1193,,291.9312657166806,227.21542330259848
507,14,551,232,37,109,2755,,568.9676950998185,288.8965517241379
507,6,725,236,39,98,2226,,746.3360287511231,288.599730458221
507,9,600,275,59,137,4427,,631.3485430313982,352.0449514343799
507,17,686,443,82,133,6662,,737.9440108075653,518.3611528069649
508,10,276,189,29,78,1118,,290.2361359570662,228.60286225402504
508,14,548,230,40,110,2740,,566.7255474452555,286.8390510948905
508,6,721,235,40,99,2179,,742.6457090408444,286.9637448370812
508,9,601,275,64,141,5018,,635.6685930649661,353.3066958947788
508,17,674,445,94,131,7550,,729.3719205298013,520.3041059602649
509,10,279,187,25,78,981,,287.9908256880734,228.74617737003058
509,14,545,231,41,104,2645,,564.015122873346,283.7890359168242
509,6,716,234,41,99,2245,,739.8115812917595,287.36614699331847
509,9,605,275,70,145,5613,,639.7046142882594,353.90949581329056
509,17,653,447,107,129,7682,,716.1765165321531,523.4282738870086
510,10,267,185,25,78,1115,,280.9085201793722,224.6170403587444
510,14,540,228,35,101,2226,,557.1828391734052,277.4654088050315
510,6,711,231,39,100,2094,,733.0267430754536,285.13753581661894
510,9,605,275,77,145,6211,,645.9344710996619,352.0201255836419
510,17,642,442,95,134,7028,,693.4110700056915,517.2743312464428
511,10,263,185,28,77,1259,,277.6656076250993,227.19618745035743
511,14,539,227,31,102,2048,,554.232421875,276.140625
511,6,706,229,39,98,2133,,728.1612751992499,283.21706516643223
511,9,607,275,89,148,5688,,650.2039381153305,349.31417018284105
511,17,639,437,78,139,6346,,682.9902300661835,511.89946422943586
512,10,258,186,32,75,1234,,273.73095623987035,227.53079416531605
512,14,531,225,40,103,2235,,550.7078299776286,279.848322147651
512,6,701,227,39,97,2198,,723.909008189263,281.5427661510464
512,9,607,275,45,103,2759,,631.14135556361,330.01196085538237
512,18,650,312,56,118,3251,,675.9861581051985,374.1202706859428
512,17,627,435,78,141,6749,,671.3238998370128,512.1835827530005
513,10,255,186,35,75,1206,,271.1169154228856,227.49170812603649
513,14,528,224,41,104,2266,,547.2444836716681,280.4271844660194
513,18,653,226,84,206,5497,,698.0114607967982,338.44424231398943
513,9,608,275,44,102,2791,,631.2533142242924,330.0745252597635
513,17,602,436,92,140,7365,,658.210183299389,518.5333333333333
514,10,251,185,37,75,1194,,267.75879396984925,227.15577889447235
514,14,528,222,35,104,2025,,543.4143209876543,277.24691358024694
514,18,658,226,78,206,5516,,700.45340826686,337.55783176214646
514,9,609,275,43,102,2731,,631.3445624313438,329.51263273526183
514,17,588,447,104,129,7643,,646.6035588119848,523.0964281041475
515,10,246,183,28,77,1017,,261.04228121927235,220.33824975417895
515,14,520,219,29,101,2050,,534.970243902439,272.02780487804876
515,18,683,224,48,209,5417,,706.5484585563966,335.94184973232416
515,9,610,276,42,101,2721,,631.2638735758912,329.31312017640573
515,17,576,443,104,133,6917,,626.1011999421714,522.7743241289577
516,10,243,183,29,77,983,,258.265513733469,219.6846388606307
516,14,512,217,39,101,2321,,531.6979750107712,272.86299009047826
516,18,683,222,58,217,5531,,708.9875248598806,341.2556499728801
516,9,610,276,42,100,2700,,631.7425925925926,329.162962962963
516,17,567,438,93,138,6360,,615.1048742138365,519.0698113207548
517,10,238,183,30,77,1108,,252.9413357400722,221.56046931407943
517,14,507,219,40,98,2372,,525.7006745362563,270.88322091062395
517,6,676,220,37,94,1990,,695.8768844221106,268.9040201005025
517,9,612,276,40,101,2736,,632.8391812865497,329.4155701754386
517,19,692,322,55,119,3365,,724.41426448737,388.96849925705794
517,17,542,423,80,153,7256,,589.1722712238147,513.4382579933848
518,10,236,181,31,78,1025,,250.9658536585366,219.03317073170732
518,14,507,214,38,102,2395,,522.5436325678497,267.9286012526096
518,6,669,219,40,95,2093,,692.6464405160058,270.28141423793596
518,9,613,275,40,100,2674,,634.1997008227374,328.9932685115931
518,19,701,323,59,119,3277,,731.6707354287458,385.5178516936222
518,17,521,440,96,136,7799,,576.1770739838441,521.6425182715733
519,10,235,180,28,76,1007,,248.40814299900694,217.6137040714995
519,14,502,215,38,97,2308,,518.7781629116117,264.77209705372616
519,6,671,219,36,95,2015,,690.3741935483871,270.1111662531017
519,9,616,275,38,101,2611,,635.9260819609345,328.881654538491
519,19,716,325,52,124,3402,,740.296884185773,387.39623750734864
519,20,542,425,24,15,200,,552.78,431.045
519,17,516,440,99,136,7791,,566.7535618020793,522.1194968553459
520,10,230,180,27,74,1190,,242.93697478991598,220.5596638655462
520,14,495,210,34,98,1927,,511.4857291126103,257.1048261546445
520,6,665,215,35,95,1916,,683.4149269311065,266.04436325678495
520,9,616,274,41,100,2340,,639.6833333333333,328.3448717948718
520,19,723,331,45,124,3223,,751.7216878684455,400.3667390629848
520,17,492,416,95,160,6753,,542.0154005627129,514.4223308159336
521,10,226,180,31,73,1172,,239.80034129692834,219.429180887372
521,14,492,210,33,98,1997,,508.7911867801703,258.3189784677015
521,6,620,213,75,159,4198,,660.019771319676,295.7713196760362
521,19,731,334,37,120,2281,,755.3998246383165,406.77290661990355
521,17,482,413,75,163,5891,,528.9509421150908,509.9373620777457
522,10,222,180,34,74,1246,,236.8892455858748,218.54414125200643
522,14,488,209,35,98,2055,,505.96204379562045,259.2277372262774
522,6,621,212,72,159,4223,,660.4293156523798,293.4179493251243
522,19,743,347,25,108,1224,,760.0596405228758,411.35702614379085
522,17,475,413,75,163,6653,,516.7874643018188,513.7835562903953
523,10,219,179,35,74,1235,,234.23643724696356,218.8242914979757
523,14,488,207,33,100,2001,,503.2128935532234,258.41979010494754
523,6,623,212,68,160,4167,,659.3628509719223,294.36813054955604
523,19,761,354,7,46,210,,764.7571428571429,377.5571428571429
523,17,453,413,92,163,7571,,504.23880597014926,516.2088231409325
523,16,750,412,18,43,434,,760.7119815668203,438.1728110599078
524,3,217,178,24,74,912,,227.74671052631578,211.87828947368422
524,14,483,204,28,96,1813,,496.55598455598454,253.19580805295092
524,6,624,210,62,162,4079,,655.9779357685708,293.20764893356215
524,21,461,406,27,15,230,,474.19565217391306,412.5608695652174
524,17,441,427,92,149,7434,,485.394538606403,516.6659940812483
525,3,209,178,30,74,969,,225.1279669762642,212.1547987616099
525,14,480,203,28,95,1897,,494.14127569847125,253.161307327359
525,6,625,208,54,163,4003,,653.52885335998,292.02273295028726
525,17,432,402,79,174,7132,,471.60642176107683,504.6752664049355
526,3,212,178,25,74,1017,,223.12389380530973,214.63913470993117
526,14,472,202,35,95,1984,,491.5559475806452,253.84929435483872
526,6,624,206,48,164,3922,,651.2042325344212,290.640744518103
526,17,414,399,73,173,6721,,457.05356345781877,497.7753310519268
527,3,209,178,27,74,1014,,220.84714003944774,213.62130177514794
527,14,471,203,36,94,2065,,489.32590799031476,252.94866828087166
527,6,625,205,45,165,3862,,649.756084930088,290.0717244950803
527,17,400,400,83,172,7270,,447.96451169188447,496.10715268225584
528,3,203,176,26,73,1005,,215.27562189054726,210.5990049751244
528,14,469,197,34,96,2075,,484.40867469879515,246.96722891566264
528,6,628,204,39,166,3863,,648.2725860730003,289.6173958063681
528,17,375,401,102,170,9054,,427.87894853103603,501.3798321184007
529,3,200,175,27,73,1097,,212.8049225159526,211.91066545123064
529,14,465,199,34,91,1943,,481.8219248584663,243.82758620689654
529,6,627,202,40,169,3957,,647.6365933788223,288.72327520849126
529,17,368,399,101,170,9107,,417.706818930493,497.43636762929617
530,3,197,175,30,71,1134,,209.87918871252205,212.0899470899471
530,14,462,196,33,92,1864,,478.9168454935622,240.29023605150215
530,6,627,199,41,174,4143,,646.9295196717354,287.82669563118515
530,17,369,394,82,170,8063,,406.6318987969738,490.24953491256355
531,3,193,175,28,72,1117,,204.57296329453894,212.72963294538943
531,14,459,195,32,93,1849,,475.3742563547864,241.17685235262303
531,6,620,197,49,179,4365,,645.524627720504,286.8054982817869
531,17,345,391,69,166,7689,,381.7964624788659,480.3341136688776
532,3,189,174,32,72,1165,,201.86952789699572,212.2412017167382
532,14,459,197,31,91,1748,,474.05949656750573,241.19279176201374
532,6,618,196,51,180,4418,,645.0405160706202,286.8804889090086
532,17,321,391,90,163,8562,,372.7755197383789,481.8418593786499
533,3,187,174,28,72,1038,,198.67052023121389,209.7543352601156
533,14,458,191,29,95,1721,,471.9918651946543,238.3236490412551
533,6,620,195,50,182,4472,,644.7229427549195,286.87075134168157
533,17,308,391,102,164,9059,,364.0330058505354,483.9720719726239
534,3,184,173,25,71,893,,195.62933930571108,205.66853303471444
534,14,457,190,26,93,1690,,469.7692307692308,235.92366863905326
534,6,618,194,52,183,4645,,644.3664155005382,287.454036598493
534,17,308,389,101,161,9309,,356.16145665485016,480.11021592007734
535,3,181,173,25,72,952,,193.06197478991598,206.17226890756302
535,14,455,188,29,94,1769,,468.1481062747315,235.48671565856415
535,6,616,191,55,186,4729,,644.371960245295,287.76548953267076
535,22,340,386,27,17,222,,351.9144144144144,392.26126126126127
535,17,299,397,99,149,9117,,345.94307337940114,477.22375781507077
536,3,178,172,25,72,915,,188.96830601092896,207.49289617486338
536,14,450,187,31,91,1919,,464.7430953621678,235.31057842626367
536,23,614,190,39,85,1951,,631.4228600717581,232.4976934905177
536,9,635,280,39,104,2736,,654.547514619883,333.34283625730995
536,17,268,383,103,153,8248,,327.1696168768186,464.71762851600386
537,3,172,171,30,73,955,,186.3738219895288,206.13403141361258
537,23,614,189,37,86,1944,,630.6543209876543,232.68878600823047
537,14,449,190,30,88,1886,,463.40986214209966,234.9777306468717
537,9,634,282,41,106,2816,,655.2404119318181,336.89133522727275
537,17,260,384,100,151,8789,,318.93969734895893,467.0643986801684
538,3,169,171,28,72,939,,183.94462193823216,206.31096911608094
538,14,446,188,32,89,1914,,461.7659352142111,233.05276907001044
538,23,614,188,36,86,1854,,629.7853290183388,231.53775620280476
538,9,634,284,42,106,2754,,655.8289760348584,337.8692810457516
538,17,253,383,105,151,9492,,311.21249473240624,467.60524652338813
539,3,166,171,29,70,974,,178.92505133470226,209.85318275154003
539,14,443,184,32,87,1644,,458.1940389294404,227.6484184914842
539,23,612,185,35,84,1806,,627.6710963455149,227.7231450719823
539,9,634,286,45,104,2883,,657.9528269164065,341.0589663544919
539,17,237,383,116,151,9182,,298.3597255499891,464.374210411675
540,3,165,172,29,68,978,,176.53476482617586,211.26175869120655
540,14,441,181,28,88,1431,,455.83088749126483,224.67295597484278
540,23,608,183,38,83,1875,,626.5898666666667,226.80746666666667
540,9,635,288,45,102,2812,,658.6991465149359,341.1642958748222
540,17,234,381,114,152,9280,,291.25161637931035,462.09622844827584
541,3,163,173,27,67,923,,173.31852654387865,209.7789815817985
541,14,439,182,28,87,1348,,454.0682492581602,224.55192878338278
541,23,609,183,36,82,1841,,625.5958718087995,226.1455730581206
541,9,636,289,45,104,2822,,658.7508858965273,343.4025513819986
541,17,236,379,100,153,9193,,283.82791254215164,459.2957685195257
542,3,161,175,24,65,779,,170.2002567394095,207.96790757381257
542,14,438,182,28,87,1365,,452.4710622710623,226.22417582417583
542,23,607,183,35,82,1826,,624.3307776560789,226.16210295728368
542,9,636,292,45,107,2950,,658.1654237288136,347.49627118644065
542,17,229,378,95,152,9203,,276.5372161251766,457.2520917092252
543,3,159,171,22,68,687,,167.24308588064048,204.81659388646287
543,14,437,179,26,89,1283,,450.8129384255651,224.67653936087297
543,23,608,182,32,82,1798,,622.916573971079,224.87041156840934
543,9,634,294,46,107,2898,,657.4482401656314,350.2463768115942
543,17,214,378,108,149,9789,,270.56236592093165,457.45162937991626
544,3,154,172,21,67,750,,164.256,205.38133333333334
544,14,435,180,27,86,1182,,448.93654822335026,222.2859560067682
544,23,605,180,33,82,1830,,620.8819672131148,222.79453551912567
544,9,630,296,49,107,2987,,656.299296953465,352.1158352862404
544,17,205,377,116,151,10375,,265.70361445783135,456.9723373493976
545,3,150,170,25,69,874,,159.88558352402745,207.39359267734554
545,23,601,176,35,80,1717,,617.8590564938847,216.84041933605124
545,14,433,178,25,83,990,,445.4030303030303,217.12626262626262
545,9,631,297,46,107,3017,,654.9854159761352,353.5657938349354
545,17,196,375,117,153,10989,,254.7166257166257,455.92092092092093
546,3,147,171,25,68,784,,157.6862244897959,206.4579081632653
546,23,602,175,33,81,1666,,617.4039615846339,216.21008403361344
546,11,433,176,21,44,554,,443.63537906137185,196.42057761732852
546,14,435,226,22,34,340,,445.2852941176471,248.01176470588234
546,9,634,298,42,108,2886,,655.3974358974359,354.6167706167706
546,17,188,373,123,152,10470,,247.8585482330468,452.10448901623687
547,3,146,168,23,70,771,,154.82230869001296,203.96368352788585
547,23,603,175,32,80,1629,,616.7820748925722,215.64763658686311
547,11,433,179,20,40,483,,442.60041407867493,196.76190476190476
547,14,435,245,20,15,253,,444.4703557312253,251.3320158102767
547,9,632,299,43,113,2883,,654.8116545265349,357.0697190426639
547,17,181,372,123,151,10433,,244.26205310073803,450.02865906258984
548,3,144,167,18,70,831,,151.63056558363417,202.64500601684716
548,11,424,172,27,47,548,,438.1715328467153,196.15510948905109
548,23,603,174,31,80,1590,,616.7729559748427,214.6182389937107
548,14,435,245,19,14,242,,443.900826446281,251.22727272727272
548,9,634,301,40,114,2867,,654.6742239274503,360.9047785141263
548,17,178,372,121,148,10133,,240.6334747853548,446.3409651633277
549,3,132,169,30,67,945,,145.73333333333332,205.57142857142858
549,23,601,170,34,78,1647,,615.8324225865209,210.23800850030358
549,11,418,181,29,24,563,,431.2113676731794,193.81882770870337
549,9,634,304,39,111,2635,,655.3286527514232,365.09032258064514
549,17,175,373,121,147,10214,,236.24740552183277,446.7371255140004
550,3,129,169,33,67,973,,142.95375128468655,206.32065775950667
550,23,601,169,33,78,1647,,615.1432908318154,209.60352155434123
550,11,416,181,28,25,571,,428.9527145359019,193.70753064798598
550,9,634,305,39,111,2575,,656.0636893203883,365.7735922330097
550,17,174,372,120,149,10310,,234.11047526673133,447.9300678952473
551,3,129,169,30,67,963,,139.72066458982346,206.79127725856696
551,23,597,169,35,78,1696,,613.6792452830189,210.25884433962264
551,11,409,172,32,33,613,,425.65089722675367,192.33442088091354
551,9,638,306,34,110,2351,,656.6784347086347,365.6010208421948
551,17,172,370,60,148,5147,,200.35476976879735,443.3707013794443
551,24,238,376,52,137,4973,,260.9129298210336,448.95596219585764
552,3,126,169,28,67,848,,136.5306603773585,205.72759433962264
552,23,596,169,33,78,1679,,612.0851697438952,210.7820131030375
552,11,412,172,26,33,560,,423.7517857142857,192.0857142857143
552,9,638,306,33,110,2276,,656.8185413005273,365.00571177504395
552,17,170,368,63,145,5033,,198.44645340751043,440.44168487979334
552,24,234,376,49,137,4557,,255.99319727891157,447.7998683344305
553,23,594,167,33,79,1681,,610.0618679357525,209.71683521713265
553,3,123,168,23,67,721,,132.38973647711512,201.14008321775313
553,11,411,170,18,43,520,,418.79615384615386,191.3
553,9,638,307,33,109,2198,,656.845313921747,365.51683348498636
553,17,169,365,62,146,5080,,197.11338582677166,437.4220472440945
553,24,229,374,52,140,4318,,251.00277906438166,449.09842519685037
554,11,406,165,22,59,698,,415.756446991404,193.00859598853867
554,23,590,164,33,78,1584,,606.1388888888889,204.64267676767676
554,3,112,169,29,67,870,,125.30459770114942,207.62988505747126
554,9,637,307,35,109,2279,,657.0609916630101,365.64633611232995
554,17,168,362,100,161,9200,,218.39391304347825,443.74804347826085
555,11,404,163,21,82,988,,412.89676113360326,198.04554655870444
555,23,588,163,34,79,1530,,604.2039215686275,202.54509803921567
555,3,108,169,32,68,924,,121.8603896103896,207.57251082251082
555,9,638,307,34,109,2253,,657.2698624056814,365.5832223701731
555,17,170,361,95,167,9002,,217.1304154632304,445.8518107087314
556,23,588,163,33,76,1542,,603.0136186770428,200.4520103761349
556,11,401,164,21,80,1052,,410.0522813688213,201.7167300380228
556,3,108,174,29,63,952,,118.69642857142857,208.97268907563026
556,9,637,307,35,109,2251,,657.1936916925811,365.4162594402488
556,17,171,360,96,167,9243,,217.14962674456345,447.258682246024
557,11,395,161,23,83,1326,,405.9570135746606,203.45248868778282
557,23,586,161,33,76,1599,,601.7811131957474,199.11632270168855
557,3,100,171,27,66,758,,110.93403693931398,204.10290237467018
557,9,637,307,36,108,2339,,657.3907652843095,365.57289439931594
557,17,171,358,101,170,8614,,213.4757371720455,447.08788019503135
558,23,586,161,32,76,1542,,601.5706874189365,198.9260700389105
558,11,391,162,26,81,1444,,404.27493074792244,203.35180055401662
558,3,97,172,23,67,803,,107.22042341220424,205.9925280199253
558,9,637,307,36,108,2320,,657.6504310344827,365.6452586206897
558,17,171,357,98,174,8264,,212.91408518877057,446.9224346563408
559,11,388,161,28,80,1450,,401.86206896551727,201.1703448275862
559,23,585,161,33,76,1590,,601.1094339622641,198.474213836478
559,3,93,174,26,66,933,,103.69560557341907,209.44694533762058
559,9,638,307,35,108,2279,,657.8262395787626,365.2211496270294
559,17,172,356,92,177,8323,,212.18623092634868,449.5329808963114
560,11,385,158,29,81,1355,,399.18745387453873,197.23468634686347
560,23,586,161,32,76,1583,,600.8502842703728,198.70688566013897
560,3,89,175,29,66,923,,100.33152762730228,209.88407367280607
560,9,638,307,35,108,2247,,657.8664886515354,365.2363150867824
560,17,174,356,80,183,7988,,210.85302954431648,451.56121682523786
561,11,382,161,29,77,1198,,396.36644407345574,195.46828046744574
561,23,586,161,31,76,1591,,600.7756128221245,198.95600251414206
561,3,87,173,29,68,926,,96.87796976241901,210.28617710583154
561,9,640,307,33,109,2244,,658.0182709447415,365.18270944741533
561,17,176,355,71,184,7329,,209.25583299222268,451.9087187883749
562,11,380,158,27,44,836,,392.55023923444975,183.17942583732057
562,23,586,160,31,77,1529,,601.2347939829954,200.4538914323087
562,3,82,175,26,66,788,,92.90482233502539,209.9517766497462
562,11,386,209,23,29,381,,396.6745406824147,226.25984251968504
562,9,637,307,36,108,2259,,657.7503320053121,365.37228862328465
562,17,178,355,71,182,6673,,208.3000149857635,453.4654578150757
563,11,376,160,23,42,752,,387.05718085106383,183.2779255319149
563,23,588,160,29,77,1373,,602.1930080116533,200.95775673707212
563,3,75,173,25,68,939,,84.54313099041534,211.05963791267305
563,11,379,209,27,28,455,,391.35164835164835,225.02637362637364
563,9,639,307,34,109,2266,,657.7303618711386,365.67784642541926
563,17,183,354,65,186,6388,,209.80165936130246,456.44630557294926
564,11,366,156,35,80,1181,,385.1447925486876,194.87298899237933
564,23,589,161,27,76,1304,,602.4570552147239,201.26303680981596
564,3,68,174,31,67,944,,80.82838983050847,211.60699152542372
564,9,638,307,35,109,2290,,657.8048034934498,365.5353711790393
564,17,186,354,61,193,6763,,211.41106018039332,460.2498891024693
565,11,370,154,26,80,1134,,382.25485008818345,193.11992945326278
565,23,589,161,26,76,1325,,601.582641509434,202.171320754717
565,3,67,175,31,66,944,,77.52648305084746,212.5656779661017
565,9,638,307,35,109,2291,,657.6455696202531,365.3474465298996
565,17,184,353,56,200,6883,,211.53101845125673,458.7268632863577
566,11,362,157,31,75,1173,,376.1321398124467,195.21824381926683
566,23,586,162,27,75,1211,,599.150289017341,203.99339388934766
566,3,59,175,25,68,782,,68.83503836317135,209.0460358056266
566,9,638,307,35,109,2276,,657.341388400703,365.33216168717047
566,17,183,351,79,205,6800,,211.69985294117646,456.39323529411763
567,11,360,154,31,78,1191,,373.07136859781696,194.05877413937867
567,23,586,163,26,75,1123,,597.5690115761354,205.05609973285843
567,3,55,176,22,68,796,,64.28894472361809,209.83291457286433
567,9,637,307,36,109,2266,,657.4386584289497,365.4916151809356
567,17,182,350,82,206,6884,,211.89947704822777,455.18274259151656
568,11,358,156,33,75,1264,,370.7254746835443,193.73338607594937
568,23,584,163,27,75,1120,,595.2910714285714,202.60625
568,3,49,177,27,68,937,,60.48345784418356,215.28495197438633
568,9,637,307,35,109,2280,,657.2657894736842,365.97587719298247
568,17,181,349,79,208,6996,,211.45082904516866,456.14351057747285
569,11,350,154,31,74,1257,,364.33731105807476,189.29514717581543
569,23,576,164,29,74,1338,,589.9820627802691,205.4222720478326
569,3,40,179,34,67,945,,52.98941798941799,215.5185185185185
569,9,639,307,33,108,2260,,657.3296460176991,365.30973451327435
569,17,180,348,68,213,7454,,208.71236919774617,459.3359270190502
570,11,347,152,29,75,1100,,361.01545454545453,185.9909090909091
570,23,573,164,31,75,1440,,587.9506944444445,206.41666666666666
570,3,38,179,29,67,928,,48.50646551724138,215.875
570,4,754,278,14,72,377,,762.9814323607427,323.1007957559682
570,9,638,307,35,108,2268,,657.1481481481482,365.12566137566137
570,17,181,348,65,219,7469,,207.8112197081269,462.0591779354666
571,11,343,153,28,74,1151,,355.1051259774109,189.80191138140748
571,23,572,165,28,74,1476,,584.2926829268292,204.05013550135502
